Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
Dell,Ultrabook,8,1.2053903468200469,11.235595051655766,0,0,166.73992910204046,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,8,2.194017394194653,10.37137646163211,0,0,99.09582476554958,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.3846085031902977,11.617207702799089,0,0,156.78577399874516,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,8,2.653082854360998,10.762894600247826,0,0,139.82496948456784,Intel Core i5,0,256,Nvidia,Windows
Acer,Notebook,4,1.6618538283463222,9.788663919594741,0,0,158.0342756368742,Other Intel Processor,0,0,Intel,Windows
Fujitsu,Notebook,4,2.3881933464975043,10.452621288805053,0,0,101.07867977890581,Intel Core i5,0,256,Intel,Windows
Asus,Gaming,16,3.989574778903296,10.873505434956874,0,1,126.84292380173315,Intel Core i7,1000,0,Nvidia,Others
Toshiba,Notebook,4,1.7165540976909661,10.808101182588945,0,0,109.94495555767107,Intel Core i5,500,0,Intel,Windows
Acer,Notebook,4,1.5773176756552307,10.479725635738735,0,0,116.41482805905142,Intel Core i5,0,128,Intel,Windows
HP,Notebook,8,2.5422171683866663,10.822444152307105,0,0,126.16690218474649,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,8,2.0927803091615917,10.650517564932382,0,0,141.03526781478698,Intel Core i5,0,256,AMD,Windows
Dell,2 in 1 Convertible,8,1.7550241570805012,10.779776409679025,1,0,164.2747883026712,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,2.113456059934725,10.488744144878227,0,0,141.27592456711224,Intel Core i3,500,0,Intel,Windows
Dell,2 in 1 Convertible,12,2.743957526343641,10.893744808756228,1,0,126.99113553223609,Intel Core i5,1000,0,Nvidia,Windows
MSI,Gaming,16,2.4906658573280938,11.544771835786758,0,1,125.79882171773895,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,1.7200745965422906,11.200444137950281,0,0,158.78972847406544,Intel Core i5,0,180,Intel,Windows
HP,Notebook,8,2.5956493191160344,10.777327698601542,0,0,128.63396677228855,Intel Core i5,1000,0,Nvidia,Windows
Asus,Notebook,2,1.635955344850797,9.274677789948264,0,0,110.05483409035804,AMD Processor,0,0,AMD,Windows
Lenovo,Ultrabook,12,1.4034688468875085,11.734614372397884,0,0,155.85302568503687,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,2.3903634007970873,11.39596015908222,0,1,142.75763877328805,Intel Core i7,1000,128,Nvidia,Windows
Acer,Notebook,4,2.1599039867563494,9.859205605915106,0,1,142.41117046154923,Other Intel Processor,0,0,Intel,Others
Dell,Notebook,16,1.9110015435994137,11.306863412005278,0,0,141.96508668445347,Intel Core i7,0,256,Nvidia,Windows
HP,Ultrabook,8,1.7761074017505414,10.538109325026062,0,1,141.9473720328548,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,4,1.8975481156692877,9.812560305504842,0,0,101.11076974838527,Intel Core i3,1000,0,Intel,Others
Lenovo,Notebook,8,2.3915504500512283,10.679348494810661,0,0,139.30915258670555,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,2.137339736927782,10.996668673625729,0,1,142.38252411986988,Intel Core i5,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.9494055486793194,10.083924474542071,0,0,100.0258455605881,Intel Core i3,500,0,Intel,Others
Microsoft,Ultrabook,4,1.1763707602371412,10.968279638293875,1,0,202.80874752094314,Intel Core i5,0,128,Intel,Windows
Lenovo,2 in 1 Convertible,4,1.7902059640791552,10.70809989206297,1,0,157.86556658469607,Intel Core i5,0,128,Intel,Windows
Lenovo,Ultrabook,8,1.794314814130601,11.536648812784698,0,1,209.44143666761806,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,2.304765085359994,10.309558733630954,1,0,100.22245525730098,Intel Core i5,2000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.3156291082007512,10.968947814728764,1,1,159.91145262104683,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,1.2659996387034158,11.26118358950363,0,0,163.8117205007317,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,16,4.177414506624746,11.893087184114046,0,0,126.05040493132859,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,1.847347597403085,11.193690602233152,0,0,140.58092868100397,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,2.758353804216512,11.773880177753007,1,1,209.20237524211257,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,1.9770438266976886,10.626591857254954,0,0,159.24407382629738,Intel Core i3,0,256,Intel,Windows
HP,Notebook,4,1.5770902982756565,10.565543006299,0,1,112.75554052330266,Intel Core i5,500,0,Intel,Windows
HP,Notebook,8,1.5583807429093577,11.45408158248431,0,0,155.4877800174256,Intel Core i7,0,1000,Intel,Windows
HP,Notebook,4,2.3352521059363682,11.040099456481974,0,0,113.82939761010336,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,2,2.1173413305318824,9.899773912834307,0,0,100.5396560109975,Other Intel Processor,500,0,Intel,Windows
HP,Notebook,4,1.805360739932015,10.11361806574225,0,0,141.95562018331648,Intel Core i3,1000,0,Intel,Windows
Asus,Ultrabook,8,1.2774679280245094,11.070351813030014,0,1,156.54683830553182,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,4,2.3473856264413286,10.357031084070494,0,0,101.28627882628112,Intel Core i5,500,0,AMD,Windows
Toshiba,Notebook,8,1.4723488249850591,11.076872995666891,0,0,117.85842436179023,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.4546909818022018,11.401742460204032,0,1,175.42667791896145,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,4,2.1133127818315147,9.876738700602724,0,0,100.58430643994123,Other Intel Processor,500,0,Intel,Windows
Dell,Ultrabook,8,1.56767009859182,11.039382095009616,0,0,158.84292921315316,Intel Core i5,0,256,Intel,Windows
Xiaomi,Notebook,16,1.8686685157541565,11.200977626822528,0,1,140.20460980897843,Intel Core i7,0,256,Nvidia,Others
HP,Notebook,2,1.3400598583787813,9.5933465319253,0,0,110.75635881305169,Other Intel Processor,0,0,Intel,Windows
Toshiba,Notebook,4,2.050178821095725,10.204464105850764,0,0,101.34049422652109,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,8,1.788089018141952,11.055961846106037,0,0,157.35361428706187,Intel Core i5,0,256,Intel,Windows
Asus,Gaming,16,2.1492334841715657,11.776051207387232,0,0,142.00716576576983,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,2.0508814784360165,10.588574896588389,0,0,140.63909515452542,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,2.4448610015273498,10.63879650584134,0,0,142.04217735658713,Intel Core i5,0,0,AMD,Windows
Lenovo,Notebook,8,1.9589848771562326,10.973539319770165,0,1,140.8511866083045,Intel Core i7,0,256,Intel,Windows
Razer,Ultrabook,8,1.2273856150886229,10.90357935606254,1,0,352.9142694382813,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,6,2.217214669968566,10.383692170328416,0,0,140.3141700913081,AMD Processor,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.3004982265374743,11.062161162787596,1,1,275.37397331058,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,2,1.425781633493767,9.402545710780414,0,0,112.77767469284075,Other Intel Processor,0,0,Intel,Windows
Acer,2 in 1 Convertible,4,1.2655749372006992,9.840392263636312,1,1,190.6573147024642,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,4,2.3131060629084157,9.94267756263688,0,0,99.68564756077342,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,2.195695318330066,10.281958472087732,0,0,101.13009520996516,Intel Core i5,2000,0,Nvidia,Others
Dell,Notebook,8,1.9670189262412339,11.004881752948979,0,0,139.66500780282732,Intel Core i5,0,256,Nvidia,Windows
HP,Notebook,4,1.8377312078898713,10.07312212379604,0,0,142.6742192737492,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,1.7168588743570719,10.468875154545325,1,0,166.16078549137026,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,1.51545695938707,11.274160037819376,0,1,157.34836465261833,Intel Core i7,0,256,Intel,Windows
Asus,Netbook,4,1.266471425982683,9.653258808699881,0,0,133.34333483719988,Other Intel Processor,0,0,Intel,Others
Asus,Ultrabook,8,1.0245394286354412,10.994154461621509,0,0,157.85417684528485,Intel Core i5,0,256,Intel,Windows
Mediacom,Notebook,2,1.496918397846564,9.438603355660115,0,0,156.34622538046287,Other Intel Processor,0,0,Intel,Windows
HP,Gaming,16,3.3199657890234437,11.205084034712332,0,1,127.3180472195818,Intel Core i7,1000,256,Nvidia,Windows
Dell,Notebook,4,2.257523299202334,10.381703703028995,0,0,140.51962804975028,Intel Core i5,0,256,AMD,Others
Asus,Notebook,8,1.9363504350630771,11.06818979125252,0,0,139.36589833672826,Intel Core i7,1000,256,Intel,Windows
Dell,Notebook,4,2.27978517840232,10.312912475439244,0,0,140.11934902655523,Intel Core i5,1000,0,Intel,Windows
MSI,Gaming,16,1.7947722805798751,11.732440760928752,0,0,283.7215563187734,Intel Core i7,2000,256,Nvidia,Windows
HP,Notebook,4,1.9083664476811324,9.634413889576114,0,0,101.00817090193428,Other Intel Processor,1000,0,Intel,Others
Asus,2 in 1 Convertible,16,2.2900945106915036,11.463240247779474,1,0,281.24072769846,Intel Core i7,2000,512,Nvidia,Windows
HP,2 in 1 Convertible,8,1.4453875198884991,11.377431051636883,1,0,166.54884621618882,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,8,2.4464136162465517,10.842466214643254,0,0,141.390328401881,Intel Core i7,0,256,Nvidia,Others
Lenovo,Notebook,8,1.692945772438248,10.941726987161315,0,1,158.34242452588308,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.399573538857316,11.242758047052043,0,1,174.33225690273255,Intel Core i5,0,256,Intel,Windows
Toshiba,Notebook,8,1.101333605718822,11.385681381865327,0,1,166.93371057726947,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,1.458145867704254,11.253045399671462,1,0,175.85645861244282,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,2.659187221221898,10.26182291615269,0,0,104.75732228895262,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,8,2.5660163295360485,11.130188729918332,0,0,125.42685437249234,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,4,1.8486005465648296,10.439951272198613,1,1,155.4642677011245,Intel Core i7,0,128,Intel,Windows
Dell,Notebook,4,2.1845321968072784,10.094830885849035,0,0,99.29813429683948,Intel Core i3,1000,0,AMD,Others
Lenovo,Notebook,4,1.9238515454796412,10.079120801808871,0,0,139.60614591430414,Intel Core i3,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.768267754173349,10.762077289027143,0,1,158.9636955110045,Intel Core i5,0,256,Intel,Windows
Toshiba,Notebook,4,1.7402832613232542,10.185164234486177,0,0,111.95174693046789,Other Intel Processor,0,128,Intel,Windows
Huawei,Ultrabook,8,1.088968291771407,11.192602908204295,0,1,197.79782207510866,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,2.1286164545351265,10.446624482375753,0,0,101.90153900320881,Intel Core i3,500,0,Intel,Windows
Dell,Notebook,4,1.8719568127693267,10.580898091437211,0,0,101.66704918101077,Intel Core i5,500,0,Intel,Windows
Dell,Ultrabook,4,1.32495195909632,10.667697788038728,0,1,165.62966221255004,Intel Core i5,0,256,AMD,Windows
Acer,Notebook,4,2.4984932300300144,9.622023781071043,0,0,101.61916098711261,Other Intel Processor,500,0,Intel,Others
Lenovo,Gaming,8,2.5727069924533996,11.121825557093702,0,1,141.18174481115443,Intel Core i7,1000,128,Nvidia,Windows
Dell,Workstation,16,3.496174596848907,11.954134581435934,0,0,125.43721578850712,Intel Core i7,0,256,Nvidia,Windows
Razer,Ultrabook,16,1.292844363304689,11.455082587285824,1,1,351.31613228520087,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,32,4.363900259968582,11.990766818969757,0,1,128.62746132089976,Intel Core i7,1000,512,Nvidia,Windows
Lenovo,Notebook,8,2.112701316826822,10.415733973501558,0,0,99.77140578210629,Intel Core i7,500,0,Nvidia,Others
Dell,Notebook,4,2.1298005972016596,10.286609962030393,0,0,99.60599214930862,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,16,1.9944869983005789,11.596873176058288,1,0,284.284504740584,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,4,1.5785649629825966,9.674544810673787,0,0,110.71295033379613,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,2.4902662384429797,10.936280041400206,0,0,128.1938606516103,Intel Core i7,0,256,Nvidia,Windows
Samsung,Netbook,4,1.1485975723791557,9.589292093058603,0,0,133.9793648517781,Other Intel Processor,0,0,Intel,Others
Asus,Gaming,24,4.39306737035249,11.122450707588973,1,1,125.76852388933419,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,16,2.6559084970043276,11.260083557123526,0,0,141.42299856007327,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,16,4.373240407142559,11.906492319868354,0,0,170.12185156030336,Intel Core i7,1000,512,Nvidia,Windows
HP,Notebook,4,1.9404184702764131,9.954565291552631,0,0,100.25380119266097,Intel Core i5,500,0,Intel,Others
Asus,Notebook,4,1.9859735236444114,9.829689878018112,0,0,142.83383613519976,Other Intel Processor,1000,0,Intel,Windows
Lenovo,Notebook,6,2.322864185921924,10.186549780586413,0,0,141.09091194729723,AMD Processor,1000,0,AMD,Windows
Acer,Notebook,6,2.0399148826351983,9.99656820797324,0,0,100.41446325224577,AMD Processor,1000,0,AMD,Windows
Dell,Notebook,4,2.2003090716619753,10.621654318514866,0,0,139.3041397211312,Intel Core i5,1000,0,AMD,Windows
Dell,Ultrabook,16,1.3372737166524324,11.709290302884751,1,0,277.21357169685876,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,4,1.80086002757704,10.88796888316361,0,1,112.348476906526,Intel Core i5,0,128,Intel,Windows
Acer,Notebook,4,2.9716834252438313,10.526312695064437,0,1,125.37664985051165,Intel Core i3,0,256,Nvidia,Windows
Acer,Notebook,4,1.8621325860559823,10.428472368439117,0,1,158.58683932911393,Intel Core i3,0,128,Intel,Windows
Dell,Gaming,16,3.1329118194213907,11.601689204795054,0,0,142.93086045621965,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,1.5618538279239351,10.90650245879467,0,0,156.48018764613363,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,16,1.217291990466901,11.571103899971028,1,0,163.86066460958122,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.3576114222903026,10.765351132310792,0,0,166.33140732789695,Intel Core i5,0,128,Intel,Windows
Dell,2 in 1 Convertible,16,1.9879492082242791,11.117814911864984,1,0,141.0371271860254,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2314833165875636,10.134875183379743,0,0,140.82671785890957,Intel Core i3,1000,0,Nvidia,Windows
Dell,Notebook,8,1.6937275192106502,10.726342710207227,0,0,158.94646338540062,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.4164262166948554,10.965542871901814,0,0,165.83430213945906,Intel Core i7,0,256,Intel,Windows
Lenovo,Ultrabook,6,1.5361890892555246,10.705725952114449,0,0,140.5673054345874,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.7019244221201348,10.887255340033414,0,0,156.90341484426207,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,4,2.0166173329031207,10.224419919846513,0,0,141.67481555920375,Intel Core i5,1000,0,Nvidia,Others
Lenovo,2 in 1 Convertible,8,1.9777069519807713,11.419142721739997,1,1,142.4037834693303,Intel Core i7,0,512,Nvidia,Windows
MSI,Gaming,8,2.2848505329166064,10.893569672012838,0,0,140.0672736183449,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Gaming,16,3.299118501117287,11.164541914564069,0,1,140.72610995195876,Intel Core i7,0,512,Nvidia,Windows
Acer,Notebook,4,2.3660813126690425,10.197012096179764,0,0,141.5648171404569,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,2.3861547322764105,10.76546356904574,0,0,143.0107763391525,Intel Core i7,0,0,AMD,Windows
Lenovo,Notebook,8,1.7721046119316364,11.29069955291796,0,1,156.52457514805957,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.8463981396199267,10.44152485189249,0,0,141.66871799502758,Intel Core i5,1000,0,Intel,Windows
Dell,2 in 1 Convertible,8,1.5331467484530206,10.913034243029177,1,0,142.26729537102986,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,3.0606934456915393,10.47461513683613,0,1,127.41191470415144,Intel Core i3,1000,0,Nvidia,Windows
Toshiba,Notebook,8,1.0966181616647086,11.279411641761783,0,0,167.06601608067288,Intel Core i5,0,256,Intel,Windows
Toshiba,Notebook,8,2.030825692979758,10.81979321594012,0,1,139.93929806302108,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,12,2.1606801518847236,10.815400701525599,0,0,142.7814210948286,AMD Processor,0,512,AMD,Windows
Acer,Notebook,4,2.446259713913162,9.995822927525682,0,0,98.47380122314448,Intel Core i3,500,0,Intel,Windows
HP,Workstation,8,2.9681363956272264,11.930807923575973,0,1,127.38458000326676,Intel Core i7,1000,0,AMD,Windows
Acer,Notebook,4,2.0728737382349256,10.040987299481786,0,0,99.98239953956777,AMD Processor,0,128,AMD,Windows
MSI,Gaming,16,2.782958822287931,11.61477876933882,0,1,143.20398797925893,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,16,1.8673734480309434,11.561991557818907,0,0,142.80182370456552,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,6,1.8513818848370363,10.444929856188084,0,1,139.3359836272294,AMD Processor,0,256,AMD,Windows
Asus,Gaming,16,4.397562363940261,11.753463100827707,0,1,125.99399684640893,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,4,2.71738821163569,10.052661671045701,0,0,128.3141858078113,AMD Processor,500,0,AMD,Windows
Lenovo,Notebook,8,2.2404498851006585,9.782962195531788,0,0,99.62811256322537,Other Intel Processor,1000,0,Intel,Others
Lenovo,2 in 1 Convertible,8,1.7689471604304532,10.86532718516772,1,0,157.66028670536028,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,2,2.165592653225311,9.2805408061759,0,0,101.33928939488513,Other Intel Processor,0,16,Intel,Others
Dell,Notebook,8,2.1120283461775036,10.387902996100935,0,0,140.55296846679448,Intel Core i7,1000,0,AMD,Others
Xiaomi,Notebook,8,1.9572219744578134,11.065067286652804,0,1,142.65954773940535,Intel Core i5,0,256,Nvidia,Others
Acer,Gaming,16,4.2481995295625605,11.700712696546521,0,1,127.98218699943646,Intel Core i7,1000,256,Nvidia,Windows
Dell,2 in 1 Convertible,16,1.2301267260166462,11.542049825819275,1,0,277.69509166849133,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,16,2.4378975804524843,10.963939557134122,0,1,141.61289471323073,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.3630616220901395,10.908122252941153,0,1,140.15610064246042,Intel Core i5,0,256,Nvidia,Windows
Asus,Ultrabook,8,1.107236504949021,11.51948674453955,0,0,155.4696210188941,Intel Core i7,0,512,Intel,Windows
Lenovo,2 in 1 Convertible,4,1.7330619345857041,10.428228411350542,1,1,155.60249736840697,Intel Core i3,0,256,Intel,Windows
Asus,Gaming,32,3.809805765702865,11.907668131054946,0,1,126.8411773909218,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,16,2.355790499652509,11.050447279516925,0,0,139.54914509880933,Intel Core i7,0,256,AMD,Windows
HP,Notebook,4,1.7271363012594947,10.638613340209062,0,0,113.8989165667058,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,12,2.2224445251980054,10.556049838439845,0,0,101.52505005768272,Intel Core i7,1000,0,Intel,Windows
Dell,Notebook,8,2.232150517983278,10.61703148372792,0,0,142.78845098621227,Intel Core i7,0,256,AMD,Others
MSI,Gaming,8,2.396722896907175,11.108594396911,0,0,139.6200744267239,Intel Core i7,1000,128,Nvidia,Windows
Mediacom,Notebook,4,1.4784432122527242,9.486247198252812,0,0,156.94191941315015,Other Intel Processor,0,32,Intel,Windows
Dell,Notebook,4,1.9553083492345846,10.730323641482187,0,0,101.12441396787229,Intel Core i5,500,0,Intel,Others
Asus,2 in 1 Convertible,8,1.1933876479385512,11.175748234159355,1,0,167.54095821948445,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,8,2.2846891233253825,10.57679218502599,0,1,142.36496002562103,Intel Core i7,1000,0,Nvidia,Windows
Asus,Ultrabook,8,1.6872129168463001,10.912841831526231,0,0,142.25656773804485,Intel Core i7,0,256,Nvidia,Windows
Dell,2 in 1 Convertible,16,2.0235083531427223,11.046016262248811,1,0,143.18298632397196,Intel Core i7,0,512,Intel,Windows
Dell,2 in 1 Convertible,8,2.337570375252115,10.984153219589736,1,1,139.78515844320182,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.921824522344387,10.796798917488585,0,0,100.2250500172752,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,8,1.826075987570833,10.895006348754112,0,0,100.91700114106047,Intel Core i5,500,0,Intel,Windows
HP,Workstation,8,3.1323895630159706,11.514360498567314,0,0,104.42752391456526,Intel Core i5,500,0,Nvidia,Windows
HP,Ultrabook,8,1.33851992950766,11.019084705405845,1,0,274.6541950257176,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,8,1.8435490867360533,10.667842426221329,0,0,139.85313800745985,Intel Core i5,1000,128,AMD,Windows
Dell,Ultrabook,8,1.64866788892074,10.981843294112894,0,0,155.40207013503547,Intel Core i7,0,256,Intel,Others
HP,Notebook,8,2.0483686580834477,10.724217416731637,0,0,100.3276506580106,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,4,1.750014150812202,9.707685970529138,0,0,101.37645616236586,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,1.8023972259512397,9.96023455748861,0,0,142.13723053458764,Intel Core i3,0,128,Intel,Others
HP,Notebook,8,1.7697733263621482,11.198760493273998,0,0,139.78761715230115,Intel Core i5,0,256,AMD,Windows
Asus,Gaming,16,2.111105121286998,11.258539847108292,0,1,142.05175958960086,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,8,1.8136853112890445,10.690734740134035,0,0,142.6091351400372,Intel Core i5,1000,128,AMD,Windows
Asus,Gaming,16,2.929373918080475,11.767149383663828,0,0,127.87565263501794,Intel Core i7,1000,256,Nvidia,Windows
Dell,Notebook,8,2.3722667204618224,10.674422256530448,0,0,99.62079329569126,Intel Core i7,1000,0,AMD,Others
Dell,Notebook,4,2.0890896367680765,10.341835090207907,0,0,99.29996475705272,Intel Core i3,1000,0,Intel,Windows
Toshiba,Notebook,8,2.2706561646358576,11.010332905551275,0,0,100.93028974855964,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.9849994219627782,11.084642562962374,0,0,159.23935945056252,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,12,2.19565818772733,10.480693688082585,1,1,139.81690336784337,Intel Core i7,1000,0,Intel,Windows
HP,Notebook,8,2.0074618065861487,10.333447283569816,0,0,101.43741941119904,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,8,2.7555783322375356,11.229513807350518,0,0,128.78862110729267,Intel Core i7,1000,128,Nvidia,Windows
Asus,2 in 1 Convertible,8,1.1782751954611261,11.28796529899348,1,0,166.48157477025646,Intel Core i7,0,1024,Intel,Windows
Asus,Notebook,4,1.9367237499311247,9.996155035661245,0,0,140.47591657556117,Intel Core i3,0,256,Intel,Others
Asus,Gaming,16,2.999409824242838,11.447378418276747,0,0,125.55060176097479,Intel Core i7,1000,256,Nvidia,Windows
Dell,Notebook,4,2.24148319957715,10.132612253753464,0,0,102.15151555004559,Intel Core i3,1000,0,AMD,Others
HP,Notebook,6,2.0353550695728178,10.432880939523326,0,0,140.0544978818946,AMD Processor,1000,128,AMD,Windows
Asus,Gaming,8,3.0594682286288064,11.024077294010075,0,0,127.50495078204771,Intel Core i7,1000,128,Nvidia,Windows
HP,Ultrabook,8,1.2923902426112308,11.699437667453413,0,0,175.8264374334071,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,8,2.3458986680329468,10.697793051353628,0,0,141.3706227851235,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.146630512233047,10.159097979111426,0,0,98.5804015124841,Intel Core i3,500,0,Intel,Windows
LG,Ultrabook,8,0.9996449425000902,11.715702424535344,0,1,140.6945688460123,Intel Core i7,0,512,Intel,Windows
Dell,Workstation,16,2.0777261522672905,11.562358231265115,0,1,139.35862257301847,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,12,2.1551304974483227,10.448990110764633,0,0,102.25044700390606,Intel Core i5,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,16,1.9188858189919051,11.537491650177758,1,1,282.5935919871727,Intel Core i7,0,512,Nvidia,Windows
HP,Gaming,8,3.3237014430553167,11.068616830774637,0,1,128.5579066573317,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,2.152935167493474,9.977003060615049,0,0,140.6578272603191,AMD Processor,0,128,AMD,Windows
HP,Notebook,8,2.4825699184138084,10.808889517366175,0,0,125.45079537063039,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.5117413432980373,10.835800327661213,0,0,164.67827434235102,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,4,1.2920198231376845,11.089034064731951,0,0,126.74458529435765,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,1.3136974186726083,11.268534747453726,0,0,165.20496642257487,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,1.6511342975634489,11.118470527416465,0,0,157.60806032042404,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.8619785256336825,10.9964141331192,0,0,125.80461799342606,Intel Core i7,1000,128,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.3164357419658774,11.581449408201252,1,1,165.45448554678643,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,4.341796883398914,11.784296906484926,0,1,127.16690645331252,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2.339242382438381,10.594195166169138,0,0,99.67854006844013,Intel Core i7,1000,0,AMD,Windows
HP,Netbook,8,1.2119663799722948,11.275098562006908,0,0,174.32450822190404,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2843001248280093,10.200862342362885,0,0,142.27253278590553,Intel Core i5,1000,0,Nvidia,Others
HP,Notebook,8,2.5561165398845,10.165311428500509,0,0,104.17651698403925,Intel Core i3,1000,0,Intel,Windows
HP,Ultrabook,8,1.2337845315734504,11.170783221149739,0,0,175.08808472431008,Intel Core i7,0,256,Intel,Windows
Lenovo,Netbook,4,1.6630225865861337,10.279165737159673,0,1,136.1780032802349,Other Intel Processor,0,128,Intel,Windows
Lenovo,Notebook,8,1.802315386264643,10.98947602664675,0,1,156.24370679226462,Intel Core i5,0,256,AMD,Windows
Acer,Notebook,4,1.5195988150468625,9.833125575768968,0,0,113.03275264681483,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,1.4341037118285798,9.760448825291132,0,0,113.59841290891697,Other Intel Processor,0,0,Intel,Others
MSI,Gaming,16,2.6592683734636204,11.285359334985491,0,0,129.2909781614156,Intel Core i7,1000,256,Nvidia,Windows
